"Time (s)","Linear Acceleration x (m/s^2)","Linear Acceleration y (m/s^2)","Linear Acceleration z (m/s^2)","Absolute acceleration (m/s^2)"
1.598880800E0,-2.239416122E0,-2.822821617E0,-1.277415276E0,3.822969558E0
1.603916737E0,-2.725421429E0,-2.962807655E0,-1.732833385E0,4.382791657E0
1.608952675E0,-3.064242363E0,-3.062921524E0,-2.104116440E0,4.816469196E0
1.613988612E0,-3.202342510E0,-3.235713482E0,-2.088006973E0,5.008454094E0
1.619024550E0,-3.027188540E0,-3.433465958E0,-1.592425346E0,4.846480932E0
1.624060487E0,-2.538787365E0,-3.670581341E0,-8.409147263E-1,4.541557689E0
1.629096425E0,-1.815510035E0,-4.028169632E0,-6.853723526E-2,4.418927995E0
1.634132310E0,-1.016398549E0,-4.364902973E0,6.807303429E-1,4.533082591E0
1.639168248E0,-4.178971648E-1,-4.473142624E0,1.432123184E0,4.715359985E0
1.644204185E0,-1.093675494E-1,-4.452466011E0,2.027512074E0,4.893589689E0
1.649240123E0,1.234496832E-1,-3.534393311E0,3.555528164E0,5.014873520E0
1.654276060E0,1.120129347E0,-2.245865822E0,3.727919579E0,4.493994596E0
1.659311998E0,3.159230947E0,-7.956352234E-1,1.929483414E0,3.786381100E0
1.664347935E0,4.450181961E0,-5.221891403E-1,8.101797104E-2,4.481446741E0
1.669383873E0,4.027084351E0,-1.127105713E0,-9.036016464E-1,4.278349166E0
1.674419758E0,2.661996841E0,-1.716045380E0,-1.845843315E0,3.665811844E0
1.679455696E0,8.373773694E-1,-2.108661175E0,-2.779340267E0,3.587810632E0
1.684491633E0,-7.616062760E-1,-2.210969925E0,-3.511332750E0,4.218754533E0
1.689527571E0,-1.566777587E0,-2.243707180E0,-4.146867275E0,4.968452688E0
1.694563508E0,-1.704367518E0,-2.462288380E0,-4.901415825E0,5.743832326E0
1.699599446E0,-1.412110090E0,-2.694082260E0,-5.455484867E0,6.246154758E0
1.704635383E0,-1.037171006E0,-2.769421101E0,-5.574136734E0,6.310025139E0
1.709671321E0,-6.011765599E-1,-2.779580593E0,-5.576420307E0,6.259708058E0
1.714707258E0,-2.794619501E-1,-2.798810482E0,-5.575044632E0,6.244402433E0
1.719743144E0,-1.547577381E-1,-2.839137554E0,-5.581918716E0,6.264380940E0
1.724779081E0,-1.293958127E-1,-2.812294483E0,-5.685134888E0,6.344013101E0
1.729815019E0,-1.448711157E-1,-2.489461422E0,-5.802906513E0,6.316021676E0
1.734850956E0,-1.534983814E-1,-1.924247742E0,-5.700865746E0,6.018817274E0
1.739886894E0,-5.891549587E-2,-1.430449009E0,-5.307471752E0,5.497173074E0
1.744922831E0,1.274788380E-1,-1.113673210E0,-4.691544533E0,4.823599172E0
1.749958769E0,2.272281051E-1,-9.792404175E-1,-3.813817978E0,3.944078089E0
1.754994706E0,2.469702363E-1,-1.001532078E0,-2.647011995E0,2.840903607E0
1.760030592E0,4.064047337E-2,-1.078473568E0,-1.386182785E0,1.756775341E0
1.765066529E0,-3.041366935E-1,-1.234419823E0,-2.597861290E-1,1.297605587E0
1.770102467E0,-7.370182276E-1,-1.583707809E0,4.128065109E-1,1.794919360E0
1.775138404E0,-1.155699253E0,-2.058552265E0,7.566437721E-1,2.479069985E0
1.780174342E0,-1.515546679E0,-2.462305069E0,8.985843658E-1,3.027751947E0
1.785210279E0,-1.684037685E0,-2.761209965E0,7.336392403E-1,3.316397131E0
1.790246217E0,-1.574612975E0,-2.807040215E0,3.052639961E-1,3.232965650E0
1.795282154E0,-1.481833935E0,-2.544853210E0,2.332210541E-3,2.944845516E0
1.800318092E0,-1.344397068E0,-1.885328770E0,-5.465655327E-1,2.379201952E0
1.805353977E0,-7.609416842E-1,-1.341445923E0,-9.404752254E-1,1.806378438E0
1.810389915E0,-7.880091667E-2,-1.236729145E0,-1.311050415E0,1.804040397E0
1.815425852E0,3.218121529E-1,-1.075219154E0,-1.407189131E0,1.799955705E0
1.820461790E0,4.942748547E-1,-1.636657715E-1,-1.358524084E0,1.454882058E0
1.825497727E0,2.636442184E-1,2.554931641E-1,-1.193559170E0,1.248746781E0
1.830533665E0,1.235568523E-2,6.829471588E-1,-1.404979467E0,1.562221748E0
1.835569602E0,6.567044258E-1,9.480333328E-1,-1.870150805E0,2.197155419E0
1.840605540E0,1.423776507E0,1.324162483E0,-1.900497675E0,2.718903683E0
1.845641425E0,1.530741811E0,1.843918800E0,-2.028812170E0,3.139949976E0
1.850677362E0,1.595489502E0,2.502023697E0,-2.335760593E0,3.776438386E0
1.855713300E0,1.739637733E0,2.961371422E0,-2.598437309E0,4.306731544E0
1.860749237E0,1.771922708E0,3.136073112E0,-2.608253241E0,4.447206945E0
1.865785175E0,1.668512225E0,3.226835251E0,-2.331161499E0,4.316330932E0
1.870821112E0,1.574214220E0,3.209060669E0,-2.028366089E0,4.109804105E0
1.875857050E0,1.353067875E0,3.270063400E0,-1.493380070E0,3.841131519E0
1.880892987E0,9.323825836E-1,3.463094711E0,-5.830631256E-1,3.633500361E0
1.885928925E0,8.062760830E-1,3.585399628E0,9.114146233E-1,3.786271019E0
1.890964810E0,1.950063705E-1,3.852341652E0,3.739180088E0,5.372153332E0
1.896000748E0,5.944490433E-1,3.965302467E0,3.807493210E0,5.529375902E0
1.901036685E0,9.005894661E-1,3.697215080E0,5.136417866E0,6.392436877E0
1.906072623E0,6.968157291E-1,3.595840454E0,6.153291702E0,7.160909126E0
1.911108560E0,4.640343189E-1,3.329007149E0,6.615151405E0,7.420097342E0
1.916144498E0,4.176268578E-1,2.871435165E0,6.679938316E0,7.282934025E0
1.921180435E0,3.729658127E-1,2.415777206E0,6.194220066E0,6.659087418E0
1.926216373E0,1.737275124E-1,1.941891670E0,5.377506733E0,5.720026501E0
1.931252310E0,-1.747045517E-1,1.429487228E0,4.299092770E0,4.533889507E0
1.936288248E0,-7.441722155E-1,8.578166962E-1,3.287068367E0,3.477709048E0
1.941324133E0,-1.193007946E0,2.707328796E-1,2.102526188E0,2.432525565E0
1.946360071E0,-1.370694160E0,-3.573436737E-1,7.122974396E-1,1.585517148E0
1.951396008E0,-1.746664286E0,-8.279886246E-1,-5.214357376E-1,2.002073055E0
1.956431946E0,-2.009988070E0,-1.086600304E0,-1.517010212E0,2.742639649E0
1.961467883E0,-1.894642830E0,-1.329197884E0,-1.719669342E0,2.883348940E0
1.966503821E0,-1.549990296E0,-1.610725403E0,-9.627442360E-1,2.433882229E0
1.971539758E0,-1.442048788E0,-1.576341629E0,-3.502941132E-2,2.136722888E0
1.976575696E0,-1.321389198E0,-1.237668037E0,1.393404007E0,2.284615134E0
1.981611633E0,-5.835230350E-1,-1.014270306E0,2.890593529E0,3.118457044E0
1.986647571E0,3.361477852E-1,-6.754693985E-1,3.664088726E0,3.740962501E0
1.991683456E0,5.170586109E-1,-6.683745384E-1,3.640142918E0,3.736939201E0
1.996719394E0,2.890553474E-1,-7.578625679E-1,3.179421425E0,3.281254221E0
2.001755331E0,4.012489319E-1,-7.903132439E-1,2.373883247E0,2.533952920E0
2.006791269E0,7.410566807E-1,-8.367443085E-1,1.193229198E0,1.634962373E0
2.011827206E0,9.388108253E-1,-3.854579926E-1,1.445493698E-1,1.025103970E0
2.016863144E0,1.059208393E0,3.292531967E-1,-6.401076317E-1,1.280651345E0
2.021899081E0,1.553066730E0,6.127061844E-1,-1.302161455E0,2.117321325E0
2.026935019E0,2.420906544E0,9.751911163E-1,-1.893782854E0,3.224623963E0
2.031970956E0,2.693118572E0,1.187688828E0,-2.490481377E0,3.855643900E0
2.037006894E0,2.703484774E0,1.262313843E0,-2.676654339E0,4.008334393E0
2.042042779E0,2.406753063E0,1.004079819E0,-2.797912598E0,3.824781235E0
2.047078717E0,2.046713829E0,5.474720001E-1,-2.811069012E0,3.520067056E0
2.052114654E0,1.737355709E0,5.638504028E-1,-2.691742659E0,3.252969517E0
2.057150592E0,1.543983459E0,2.327671051E-1,-2.041896105E0,2.570487337E0
2.062186529E0,1.142577410E0,-1.374025345E-1,-8.769397736E-1,1.446853814E0
2.067222467E0,6.867220402E-1,-5.900034904E-1,2.269034386E-1,9.333683355E-1
2.072258404E0,2.458994389E-1,-1.113584995E0,1.287721157E0,1.720105768E0
2.077294342E0,-4.450981617E-1,-1.928830147E0,2.274521828E0,3.015285667E0
2.082330279E0,-1.185462713E0,-2.596698284E0,3.548349380E0,4.554003420E0
2.087366217E0,-2.325445652E0,-3.737969875E0,3.809158325E0,5.821494947E0
2.092402154E0,-3.480611801E0,-4.426093102E0,4.113261700E0,6.973082565E0
2.097438092E0,-4.434029102E0,-5.514152527E0,3.888817310E0,8.073994813E0
2.102473977E0,-3.983377218E0,-5.013641357E0,3.782662392E0,7.437232583E0
2.107509915E0,-3.181964874E0,-4.614295006E0,3.254171133E0,6.481222772E0
2.112545852E0,-2.790007591E0,-4.726781368E0,2.773578405E0,6.149743217E0
2.117581790E0,-2.945685387E0,-5.034004211E0,2.047241688E0,6.181380050E0
2.122617727E0,-2.537376404E0,-4.375866890E0,1.568350077E0,5.295867447E0
2.127653665E0,-1.868296385E0,-4.337906361E0,2.603631020E-1,4.730301462E0
2.132689602E0,-1.749486566E0,-4.286539555E0,-1.110593796E0,4.761149354E0
2.137725540E0,-3.388090134E-1,-2.357754230E0,-3.763515949E-1,2.411521736E0
2.142761477E0,1.106420517E0,-8.258361816E-1,-1.868219376E-1,1.393224388E0
2.147797415E0,2.394095659E0,7.672586441E-1,-8.866357803E-2,2.515599547E0
2.152833352E0,3.313982964E0,2.544699669E0,-5.488851070E-1,4.214173033E0
2.157869237E0,3.947300911E0,3.227672577E0,-1.140716434E0,5.224967821E0
2.162905227E0,4.331927776E0,3.563713074E0,-1.430911660E0,5.789054958E0
2.167941112E0,2.855762482E0,1.470502853E0,-3.411702633E0,4.685880157E0
2.172977050E0,2.634473801E0,1.885290146E0,-2.750270128E0,4.249559615E0
2.178012987E0,3.030533791E0,1.843955994E0,-2.120890856E0,4.133096513E0
2.183048925E0,2.895541668E0,1.822633743E0,-2.145858288E0,4.038670958E0
2.188084862E0,3.055700302E0,2.574700356E0,-1.578994155E0,4.296464686E0
2.193120800E0,3.505482674E0,1.683162689E0,1.194677353E0,4.068009266E0
2.198156737E0,2.362486839E0,-1.041221619E0,1.749101877E0,3.118468198E0
2.203192675E0,1.289453506E-1,-2.480981827E0,5.473599434E-1,2.543914432E0
2.208228612E0,3.567147255E-1,4.722976685E-2,-3.699573040E0,3.717030633E0
2.213264550E0,2.315362930E0,4.258799553E0,-6.468032837E0,8.082928177E0
2.218300487E0,4.791018486E0,4.619153023E0,-4.930456161E0,8.282501479E0
2.223336425E0,5.199677944E0,3.262104034E0,-3.168478012E0,6.907765657E0
2.228372362E0,2.602182388E0,1.392936707E-1,-2.752719879E0,3.790543845E0
2.233408248E0,1.478168964E0,8.449020386E-1,-5.713591576E0,5.961876520E0
2.238444185E0,1.055974960E0,1.398748398E0,-9.124855995E0,9.291640174E0
2.243480123E0,4.877266884E-1,1.349348068E0,-8.991127968E0,9.104888778E0
2.248516060E0,1.469905853E0,1.727369308E0,-6.839878082E0,7.206133507E0
2.253551998E0,1.658443451E0,1.730056763E0,-4.581429482E0,5.170399131E0
2.258587935E0,1.079263687E0,1.353837967E0,-3.244872332E0,3.677891216E0
2.263623873E0,-4.373579025E-1,-1.437091827E-1,-3.856289148E0,3.883670977E0
2.268659810E0,-1.231998920E0,-1.116344929E0,-2.197617054E0,2.755642948E0
2.273695748E0,-2.157252073E0,-2.650118828E0,-9.080309868E-1,3.535729993E0
2.278731685E0,-2.916462898E0,-3.492133617E0,9.403185844E-1,4.645960835E0
2.283767623E0,-2.705842257E0,-3.277053833E0,2.627902985E0,4.996652703E0
2.288803560E0,-2.295526743E0,-2.809147835E0,2.570619106E0,4.446216051E0
2.293839498E0,-2.073535204E0,-2.712849140E0,3.670130491E0,5.012879065E0
2.298875435E0,-1.832505226E0,-2.667143345E0,3.930357218E0,5.091113521E0
2.303911321E0,-1.702317715E0,-2.594583511E0,3.378011703E0,4.587015617E0
2.308947310E0,-2.587001085E0,-3.361091137E0,1.732273579E0,4.581515033E0
2.313983248E0,-3.659013033E0,-3.899876118E0,7.508740425E-1,5.400113141E0
2.319019133E0,-4.622000694E0,-4.709461212E0,1.510365009E-1,6.600358123E0
2.324055071E0,-4.910377026E0,-4.458119392E0,5.917868614E-1,6.658591648E0
2.329091008E0,-4.492403984E0,-3.894771099E0,1.601918101E0,6.157684392E0
2.334126946E0,-2.890379667E0,-2.267694950E0,2.957421541E0,4.716256692E0
2.339162883E0,-1.863744974E0,-1.497183323E0,4.844040871E0,5.401836279E0
2.344198821E0,-1.279366016E0,-1.009236813E0,6.369906902E0,6.575032342E0
2.349234758E0,-2.885127068E-1,-4.506907463E-1,7.352893353E0,7.372340360E0
2.354270696E0,4.020514488E-1,-5.410590172E-1,7.987815380E0,8.016207630E0
2.359306633E0,3.905973434E-1,-1.174929142E0,7.341624737E0,7.445299091E0
2.364342571E0,-5.014696121E-1,-1.956543922E0,5.956609249E0,6.289732080E0
2.369378508E0,-1.225773335E0,-2.502923489E0,4.262611389E0,5.092838316E0
2.374414446E0,5.939923286E0,1.881382942E0,1.816133976E0,6.490041066E0
2.379450383E0,5.346971989E0,3.489583015E0,-2.722118616E0,6.940981835E0
2.384486321E0,7.204710960E0,6.155042171E0,-5.827898026E0,1.112460334E1
2.389522258E0,1.344650745E0,3.205307961E0,-4.734581947E0,5.873529685E0
2.394558196E0,-5.639295101E0,-4.536477089E0,-2.432052374E0,7.635191705E0
2.399594133E0,-5.102381706E0,-5.869956970E0,-8.936666846E-1,7.828750478E0
2.404630071E0,-1.929874420E0,-4.055628300E0,4.623979926E-1,4.515124371E0
2.409666008E0,-7.233619690E-4,-1.960834503E0,3.161278248E0,3.720020515E0
2.414701946E0,6.203508377E-1,2.761464119E-1,5.364395618E0,5.407201897E0
2.419737831E0,1.533521652E0,1.520366669E-1,6.073183060E0,6.265648912E0
2.424773769E0,9.834485054E-1,-2.867045403E-1,4.537401199E0,4.651599736E0
2.429809706E0,4.138155460E0,2.400767326E0,3.145777464E0,5.725725301E0
2.434845644E0,4.202008724E0,1.568669319E0,6.877414584E-1,4.537685430E0
2.439881581E0,4.043270111E0,1.610691547E0,-2.445201635E0,4.992130957E0
2.444917519E0,4.139654160E0,8.793210983E-1,-7.830601692E0,8.901026065E0
2.449953456E0,3.509582520E0,3.136000633E-1,-1.088660431E1,1.144262504E1
2.454989394E0,4.387160301E0,1.321063995E0,-1.501093197E1,1.569459984E1
2.460025331E0,7.059094429E0,3.396776676E0,-2.090386009E1,2.232353629E1
2.465061269E0,8.443168640E0,4.848329544E0,-1.775351334E1,2.024797846E1
2.470097206E0,8.831262589E0,4.789740562E0,-1.106406307E1,1.494477518E1
2.475133144E0,6.212033749E0,2.109271049E0,-5.975939751E0,8.874133398E0
2.480169081E0,3.919783115E0,4.349789619E-1,-2.293701887E0,4.562343117E0
2.485205019E0,2.979242802E0,-1.566023827E-1,-2.936695814E-1,2.997774808E0
2.490240956E0,2.917710781E0,4.962444305E-2,5.901206136E-1,2.977203575E0
2.495276894E0,1.677012444E0,-3.817062378E-1,-5.970058441E-1,1.820573087E0
2.500312831E0,2.468214035E-1,-1.172327518E0,-2.009347677E0,2.339391097E0
2.505348769E0,-1.302712917E0,-2.046377182E0,-4.051882267E0,4.722549144E0
2.510384706E0,-3.827386856E0,-3.481993675E0,-4.513859749E0,6.866447403E0
2.515420644E0,-4.033644676E0,-3.849773645E0,-3.189505100E0,6.423705261E0
2.520456581E0,-2.686348915E0,-2.793443203E0,-6.633418202E-1,3.931897480E0
2.525492519E0,-1.407033443E0,-1.266072273E0,2.584891319E0,3.203801686E0
2.530528456E0,4.141826630E-1,7.928075790E-1,4.682310104E0,4.766982174E0
2.535564394E0,1.690880775E0,2.269319534E0,4.324773788E0,5.168419223E0
2.540600331E0,2.624576569E0,3.508463383E0,5.595475197E0,7.106831935E0
2.545636269E0,1.940897942E0,2.648734570E0,5.665545940E0,6.548380750E0
2.550672206E0,1.043033123E0,6.594319344E-1,4.141098022E0,4.321048646E0
2.555708144E0,1.677426338E0,-1.344823837E-2,2.612056017E0,3.104315804E0
2.560744081E0,1.375121117E0,-5.530295372E-1,2.033585548E0,2.516400194E0
2.565780019E0,6.684226990E-1,-1.215297222E0,1.827704787E0,2.294393391E0
2.570815904E0,2.228956223E-1,-1.585135937E0,2.204941034E0,2.724720786E0
2.575851894E0,-5.685567856E-1,-2.088845015E0,2.205868483E0,3.090693462E0
2.580887779E0,-1.040284157E0,-1.998172760E0,2.082135201E0,3.067600446E0
2.585923717E0,-1.448200226E0,-1.520162106E0,2.007601261E0,2.904933656E0
2.590959654E0,-2.146327019E0,-1.498530388E0,1.827755451E0,3.192648271E0
2.595995644E0,-3.034268856E0,-2.062884331E0,1.706763744E0,4.046643267E0
2.601031581E0,-3.916835308E0,-3.140956879E0,1.004844069E0,5.120246141E0
2.606067467E0,-5.555639744E0,-4.504529953E0,-1.166252136E0,7.246797024E0
2.611103404E0,-4.915743828E0,-3.787082195E0,7.623471618E-1,6.252015845E0
2.616139342E0,-3.823082924E0,-2.818248510E0,1.365436077E0,4.941953398E0
2.621175279E0,-3.367622375E0,-2.194333553E0,9.565960169E-1,4.131713464E0
2.626211217E0,-2.725801468E0,-1.872331619E0,5.827029347E-1,3.357850807E0
2.631247154E0,-2.547564030E0,-1.785426617E0,-4.821973443E-1,3.148070039E0
2.636283092E0,-1.952058315E0,-1.604586363E0,-1.761717916E0,3.080402421E0
2.641319029E0,-9.688410759E-1,-1.303851604E0,-1.868684888E0,2.476018022E0
2.646354967E0,-1.227056980E0,-7.360739708E-1,-2.190387726E0,2.616347093E0
2.651390904E0,-1.286493778E0,-4.431257248E-1,-2.416815996E0,2.773522347E0
2.656426842E0,-7.409667969E-1,-3.914742470E-1,-2.387669325E0,2.530464124E0
2.661462779E0,6.376333237E-1,6.251001358E-1,-2.818749428E0,2.956801443E0
2.666498717E0,9.196233749E-1,1.105272293E0,-2.114386797E0,2.556944567E0
2.671534654E0,2.387094498E-1,2.241183758E0,-1.071094275E0,2.495421764E0
2.676570592E0,2.205407143E0,3.069336414E0,-1.287755013E0,3.992863592E0
2.681606529E0,2.623454094E0,3.656374931E0,-2.172621965E0,4.997186731E0
2.686642467E0,3.836776733E0,1.874381542E0,-1.922131658E0,4.682814536E0
2.691678404E0,5.956878662E-1,-8.069085121E0,3.056772947E-1,8.096815259E0
2.696714342E0,-6.373260498E0,-5.511892796E0,3.027680814E-1,8.431552649E0
2.701750279E0,-4.764575958E0,-2.318986893E0,-1.294862390E0,5.454865065E0
2.706786217E0,1.038808823E-1,-1.907166719E0,-1.158425570E0,2.233836595E0
2.711822154E0,2.412188530E0,-5.761146545E-1,-2.179305553E0,3.301504853E0
2.716858092E0,2.341143131E0,1.675064564E0,-3.501238585E0,4.532710456E0
2.721894029E0,2.754780293E0,5.283472061E0,-4.501636505E0,7.467839226E0
2.726929967E0,4.357278824E0,1.016015625E1,-5.252075195E0,1.223923803E1
2.731965904E0,6.403788567E0,1.405350780E1,-5.408202171E0,1.636331997E1
2.737001842E0,7.605854511E0,1.594498158E1,-4.037612438E0,1.812163829E1
2.742037779E0,2.732677460E0,8.154888153E0,2.537471056E-1,8.604307903E0
2.747073717E0,-1.228499413E-1,2.881353855E0,3.311614990E0,4.391364935E0
2.752109654E0,-1.226053715E0,8.017282486E-1,4.343007088E0,4.583414280E0
2.757145592E0,-3.234252453E0,2.044916153E-2,5.838982582E0,6.674917579E0
2.762181529E0,-5.160411835E0,-2.291040421E-1,6.716784477E0,8.473342474E0
2.767217467E0,-4.701982021E0,5.683674812E-1,6.607612133E0,8.129711841E0
2.772253404E0,-3.080027103E0,1.114984989E0,4.699164391E0,5.728167635E0
2.777289342E0,-2.091127872E0,1.080340385E0,3.452778816E0,4.178711845E0
2.782325279E0,-1.978667259E0,1.008489609E0,2.676230907E0,3.477698561E0
2.787361217E0,-1.774041176E0,1.031734467E0,1.531838417E0,2.560903559E0
2.792397154E0,-1.246647835E0,1.011668205E0,6.838026047E-1,1.745047101E0
2.797433092E0,-8.250937462E-1,1.163380623E0,9.418437481E-1,1.709182205E0
2.802469029E0,-9.466962814E-1,1.257177353E0,1.247498512E0,2.008228394E0
2.807504967E0,-8.395099640E-1,1.759872437E0,1.002645969E0,2.192538919E0
2.812540904E0,-3.166732788E-1,2.079552650E0,5.828533173E-1,2.182782440E0
2.817576842E0,-2.071795464E-1,1.248060226E0,6.034495831E-1,1.401687944E0
2.822612779E0,1.084676743E0,2.205639362E0,6.473178864E-1,2.541729545E0
2.827648717E0,1.018727303E0,1.745026112E0,1.151483059E0,2.325690152E0
2.832684654E0,4.480209351E-1,1.238987446E0,1.002947807E0,1.655813079E0
2.837720592E0,-2.485928535E-1,9.572296143E-1,3.112215996E-1,1.036795942E0
2.842756529E0,-5.874242783E-1,2.720093727E-1,3.575968742E-1,7.395484474E-1
2.847792467E0,-6.708230972E-1,-4.492254257E-1,5.156126022E-1,9.579475280E-1
2.852828456E0,-1.505702972E0,-1.717154980E0,7.010965347E-1,2.388995399E0
2.857864394E0,-2.639521122E0,-3.020741940E0,1.027719021E0,4.141033688E0
2.862900331E0,-2.723431110E0,-3.081552267E0,1.169537067E0,4.275612043E0
2.867936269E0,-1.901373386E0,-3.471039772E0,7.836704254E-1,4.034535561E0
2.872972206E0,-1.507998466E0,-4.422478676E0,8.777700663E-1,4.754246239E0
2.878008144E0,-1.670710087E0,-5.164320946E0,1.366594553E0,5.597237149E0
2.883044029E0,-1.419815540E0,-5.564527988E0,2.431697369E0,6.236425258E0
2.888080019E0,1.194466591E0,-4.668441772E0,3.891811848E0,6.194134199E0
2.893115956E0,2.430018902E0,-3.274768353E0,2.076747894E0,4.576240973E0
2.898151894E0,2.336929321E0,-6.946554184E-1,1.417136550E0,2.819939858E0
2.903187831E0,2.815888882E0,1.247206688E0,7.973742485E-2,3.080764966E0
2.908223769E0,2.680536270E0,2.499140739E0,-7.269557714E-1,3.736233909E0
2.913259706E0,4.417667866E0,3.034696579E0,-4.733340740E-1,5.380447736E0
2.918295644E0,6.014974117E0,2.219019413E0,1.453008056E0,6.573826374E0
2.923331581E0,4.238950253E0,2.013076782E0,1.613939762E0,4.962456945E0
2.928367519E0,1.689148426E0,1.761016846E0,7.580404282E-1,2.555196280E0
2.933403456E0,-3.175988197E-1,1.223104954E0,1.168877244E0,1.721374088E0
2.938439394E0,-1.342920780E0,-4.887590408E-1,2.002678871E0,2.460293536E0
2.943475331E0,-1.000380993E0,-1.490209579E0,1.565543294E0,2.381682709E0
2.948511269E0,-2.474946976E-1,-3.355451822E0,-7.831803560E-1,3.454516178E0
2.953547206E0,6.899399757E-1,-3.479924917E0,-3.662434101E0,5.098952652E0
2.958583144E0,3.960890770E-1,-3.402209044E0,-5.435409069E0,6.424607745E0
2.963619081E0,-3.233633041E-1,-3.459517479E0,-5.915491104E0,6.860456254E0
2.968655019E0,-6.317005157E-1,-2.998598337E0,-4.943143368E0,5.815952535E0
2.973690956E0,-7.313156128E-1,-3.355502605E0,-3.650301218E0,5.011877816E0
2.978726894E0,-7.274231911E-1,-3.759743929E0,-2.696632385E0,4.683657239E0
2.983762831E0,-3.303642273E-1,-4.037031174E0,-2.562079668E0,4.792808513E0
2.988798769E0,-3.744430542E-1,-5.430015564E0,-2.174030066E0,5.861030912E0
2.993834706E0,2.775926590E-1,-5.316166878E0,-1.293239951E0,5.478244019E0
2.998870644E0,1.758174896E0,-3.571295738E0,3.723073006E-2,3.980793683E0
3.003906581E0,3.911870956E0,-6.322154999E-1,-3.230674267E-1,3.975777079E0
3.008942519E0,4.099166870E0,1.535876751E0,3.350507021E-1,4.390255732E0
3.013978508E0,3.550066948E0,2.522006512E0,1.385091424E0,4.569679467E0
3.019014446E0,3.288208008E0,2.743337154E0,3.058274508E0,5.262247962E0
3.024050383E0,2.249929428E0,1.423108578E0,7.037657738E0,7.524363554E0
3.029086321E0,1.329917908E0,-4.451537132E-1,6.675650120E0,6.821374348E0
3.034122258E0,-2.266283035E-1,-2.531722307E0,4.039004803E0,4.772267598E0
3.039158196E0,-3.681585312E0,-3.613626957E0,2.274237633E0,5.637776778E0
3.044194133E0,-5.111619473E0,-4.457726479E0,2.139283895E0,7.111716711E0
3.049230071E0,-2.487778187E0,-2.137006998E0,1.357549906E0,3.549476153E0
3.054266008E0,-2.423235893E0,-6.843800545E-1,-7.464218140E-2,2.519130745E0
3.059301946E0,-3.366770744E0,3.269433975E-2,-1.302198052E0,3.609976999E0
3.064337883E0,-3.321753979E0,2.669196129E-1,-2.399053097E0,4.106184523E0
3.069373821E0,-3.698298454E0,-7.328367233E-2,-3.003282309E0,4.764712644E0
3.074409758E0,-4.697510719E0,-1.080420971E0,-2.914443254E0,5.632752073E0
3.079445696E0,-5.769680977E0,-2.198766708E0,-3.131397963E0,6.923109620E0
3.084481633E0,-5.801298618E0,-3.639034748E0,-3.582148552E0,7.728481598E0
3.089517571E0,-5.415566921E0,-4.156245708E0,-3.556262016E0,7.697385465E0
3.094553508E0,-5.592027664E0,-4.183932304E0,-2.853696823E0,7.544511149E0
3.099589446E0,-1.654442787E0,-5.201745033E-1,9.340486526E-1,1.969824697E0
3.104625383E0,9.611778259E-1,3.117716789E0,2.899663210E0,4.364867412E0
3.109661321E0,-2.181143761E0,3.740958214E0,1.508525372E0,4.585608494E0
3.114697310E0,-5.349610329E0,2.564263821E0,-7.689910531E-1,5.982067105E0
